mol solvent,mol solute,target Gsolv kcal
CCCCCCCCCCCCCC,N#N=O,-0.61387427
CCC(C)Cl,CC(=O)N1CCOCC1,-8.61704102
BrC(Br)Br,NC(N)=Nc(sc1)nc1CSCCC(N)=NS(=O)(=O)N,-25.16775877
ClC(Cl)Cl,BrCC(O)=O,-6.24331233
CCCCCN(CCCCC)CCCCC,CCOC(CCC)=O,-4.49300471
CCCBr,CC1OC1,-3.28972786
CC(CC(C)=O)=O,O=N(OCC(CON(=O)=O)ON(=O)=O)=O,-10.19100533
ClC(Cl)(Cl)Cl,COC(OC)C=C(C)CCC=C(C)C,-8.80073855
O,CCC(C)ON=O,0.06512254
CCC#N,CC=NCN=C,-5.81456451
OCCO,CCOC(=O)NC(=O)N,-10.90590442
CNC=O,CCCCCCC(C)=C(C)C#N,-8.03943135
CCCCC(CC)=O,CC(C)OC(=O)C=C(C)OP(OC)(=S)NCC,-12.94774332
CC(CC(C)=O)=O,CN(C)C(Cl)=S,-8.0035534
NCCCN(C)C,CCN(CC)CC(F)(F)F,-4.69579144
CCNC=O,CSCC(C)=O,-6.1706638
OCCOCC,CNC(=O)NC(C)=O,-10.20614918
CCCC(C)=O,OOC=O,-5.31553957
CCOC(C)=O,CCCCCC=CC=CC=C,-7.18340292
CC(C)=C,FC(Cl)CC(F)(F)F,-3.72436665
OCC(O)CO,CC(C)(C)OC(CC)=O,-3.48831898
CCCCOCCCC,CCCCOC(F)(F)F,-3.68234048
CC(CC(C)=O)=O,ClCC(Cl)(Cl)Cl,-5.405847
O=CN,OCC([NH3+])C([O-])=O,-19.3662227
CNC=O,OCCON(=O)=O,-8.45315982
CC(C)OC(C)C,OC(C)C(C)=O,-5.20927755
OCCCCCCCC,CCN1CCCC1=O,-7.73260948
OCc1ccccc1,CNC(=S)N(C)C,-10.43907367
ClCCl,CC1OC1,-4.0065808
OCCCl,CCC(O)(C)C(C)(C)C,-6.55129695
COCCO,N#CCc(ccc1)cc1Cl,-9.79519843
OCC(C)C,FCC(F)(O)Cl,-7.80132304
NCCC,CCCOC(=O)C=C,-5.28312499
SC,ClC(Cl)CC(F)(F)F,-5.04505454
CCOC(C)=O,CC(C)C(O)=O,-7.24233942
NCCCN,CCC(F)(F)Cl,-2.49785614
ClB(Cl)Cl,NC(N)=Nc(sc1)nc1CSCCC(N)=NS(=O)(=O)N,-22.83001201
SC,FC(C)CC(F)C(F)C,-6.39795805
OCCO,FCC(O)CF,-6.01289656
CCCCCCC,CCC(CC)C=O,-4.51217041
OCCCCCCCC,OCC(C)OC(C)(C)C,-6.826276
OCCCO,OC(CC(CC(O)=O)=O)=O,-15.64262763
CCCCl,OC(C)(C)CCCC(=C)C=C,-8.44374416
CCCCCC,COCC(C)=O,-3.80521512
CC(C)N(=O)=O,CCCCOC(F)(F)F,-3.51267708
OCc1ccccc1,CC(S)=O,-4.59477157
CCC#N,FC(F)OC(Cl)Cl,-4.84272318
OCCCCCO,FC(Cl)CC(F)(F)F,-3.10853673
OCCOCCOCCCC,FC(F)Br,-2.83590815
ClB(Cl)Cl,ClC(Cl)(C#N)C#N,-5.4051916
OCC(C)C,CC(CCC=C(C)CCC=C(C)C)=O,-9.77007357
COCCOCCOCCOCCOC,C=CCOC(=O)C=CC(OCC=C)=O,-9.58941692
NCCCN(C)C,OCCCC(OCC)=O,-10.6461333
CCCCC(CC)=O,OC(C)C(C)=O,-5.53733462
CCC(C)CC,ClNC(=O)N,-4.50686794
OCCO,OCC([NH3+])C([O-])=O,-17.37711335
O=CN,ClC(Cl)(Cl)C(O)=O,-10.03975348
OCCCC,CCCCCC=CC=CC=C,-6.76296359
CCOCC,FCOC(F)C,-3.44286745
CCNC(C)=O,NN1CCOCC1,-7.61177592
CNC(C)=O,FC(F)CC(F)(F)C(F)(F)F,-3.0833019
OCCc1ccccc1,CCNC(=O)NO,-11.36357083
OCCN,CCC(CC)N(C(C)C)C(C)C,-3.67577633
OCCN,CCC(C)CN(C)C,-2.94228122
CCCCC(C)=O,CC(S)C(C)=O,-5.94857084
CCCCl,CC(C)OC(CC(C)=O)=O,-7.88847068
OCCOCCN,NN1CCOCC1,-7.241226
CCCCCCCCCCCCCC,CCC(C)CN(C)C,-4.64962334
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,CCC=CS,-4.23114248
BrCCBr,FC(C)OC(F)(F)C(F)(F)F,-2.5800759
ClC(=C)C=C,CC1OC1,-3.39410267
OCCCC,COC(=O)C=C(C)C,-5.44725895
OC(C)=O,COC(N)N,-10.3925646
CCC(C)Cl,COCC(C)=O,-5.22485519
CCCCCCC=C,COC(OC)C=C(C)CCC=C(C)C,-8.39888177
OCC(C)C,CCCCCC=CC=CC(OCC)=O,-9.29257238
CN1CCCC1,CN(N=O)C(=N)NN(=O)=O,-7.9612881
CCCCC(C)=O,CN(C)CC=N,-5.34892946
CCN(=O)=O,ON=O,-4.03228978
FCCCCCCCC,CC(C)(C)CC(Cl)=O,-5.59474281
OCCOCCN,COC(CN)C(F)(F)F,-5.43268781
CCCC,ClS(Cl)(=O)=O,-4.75396806
OCCOCCN,CC(C)=CC(O)=O,-9.09085738
CCCCC=C,COC(CCC(O)=O)=O,-7.04063076
CCC,CNC(=O)NC(C)=O,-6.60454847
OCCCCCC,NC(C)(C)CC(C)=O,-7.94209094
OCCOCCN,CCC=CS,-4.15493004
CC=O,CCCCN(CCCC)CCCC,-5.8614896
CCCCCCCCCCCCCCC,CCC(CC)C=O,-4.20920497
OCCN,CC(C)OC(Cl)=O,-4.17827315
NCCCN(C)C,COC(CN)C(F)(F)F,-5.44765855
CC(C)=O,FCCC(CF)OC,-5.4757474
CCC(C)=O,C=CCOC(=O)C=CC(OCC=C)=O,-9.688425
OCCCCCCCCC,CC(C)(C)OC=O,-4.32172117
OCCCCCO,CCC(O)C(F)(F)C(F)(F)F,-5.73666449
CCNCC,CCCCCCCCCC=CC=O,-9.93867492
OCCOCCOCCCC,C1CCSCC1,-5.29754579
COCCOC,ClCCC(F)(F)F,-4.33695354
COC(C)=O,COCC(C)=O,-5.61470819
OCc1ccccc1,CCCCC=CC(O)C,-7.76842136
COC(C)(C)C,FC(F)I,-3.66419743
CCNC(C)=O,CCCC(OC)C(F)(F)F,-4.06133092
OCCOCCOCCOCCO,CCN1CCCC1=O,-7.53734209
CCN(CC)CC,CCOC(CC(F)(F)F)C(F)(F)F,-3.66014143
OCCCCCO,CC1SCCS1,-6.05289386
CC(C)OC(C)C,OC(CC(CC(O)=O)=O)=O,-13.89635718
NCC,NCC#N,-6.97590554
CCCCCCCCCCCCCCC,CCNCCN(C)C,-4.93921425
N#CCCCCC#N,CSCC(C)=O,-6.22801944
OCCC,ClNC(C)C,-5.00429971
OCCN,ICC#N,-7.08083065
CCCC(C)=O,FCOC(F)(C(F)F)C(F)(F)F,-4.03273996
CCCCC(CC)=O,CC(C)OC(CC(C)=O)=O,-7.50785678
CCN(CC)C(C)=O,ClNC(C)C,-5.33902077
CCNC=O,FC(F)(F)C(Cl)C(F)(F)C,-3.82533938
OCCC(C)C,CCC(C)(C)CC,-3.49234826
OCCO,[NH3+]CCCC([O-])=O,-15.98115685
CCCC(C)C,CN(N=O)C(=N)NN(=O)=O,-6.66495847
OC(C)C,CCC(C)C(C)=O,-5.06359779
CCC(C)(C)C,CCC(O)C(F)(F)C(F)(F)F,-3.74057001
CO,CCOC(CC(F)(F)F)C(F)(F)F,-3.91395051
COCCOC,CC(C)CCC(F)(F)F,-3.97990315
CN1CCCC1,CC(C)(C)C(C)=CC,-5.01844045
OCCC(O)C,ClCCc1ccccc1,-6.3653559
SC,FCOC(F)C,-4.10786109
CCCCC(C)=O,FC(F)CC(F)(F)C(F)(F)F,-3.36856295
OCCCCC,CCCC(C)C(C)CC,-4.84125828
NCC,FC(F)(N)Cl,-9.92013973
CO,CNCC(C)(C)CF,-5.58230028
CCC(C)Cl,ClS(Cl)(=O)=O,-4.98201763
COC(CC#N)=O,OOC=O,-4.95037539
CN(=O)=O,CCCON(=O)=O,-4.65063978
CC(C)=C,CC(CCCCCCCC=C)=O,-9.15759088
ClC(Cl)=C(Cl)Cl,BrC=N,-3.37897485
CS(C)=O,OP(O)(O)=O,-25.69516689
CCCCC=C,CCCC(C)C(C)CC,-5.6565784
CC#N,BrCC(C)=O,-6.62473526
OCCCCC,CSCC(OC)=O,-5.94922172
CN(=O)=O,ClCCc1ccccc1,-7.35183793
OC(C)C,ClC(Cl)(Cl)C(O)=O,-10.81889253
OCCCCO,COC(OC)C=C(C)CCC=C(C)C,-7.02603776
CCNC=O,CCC(=O)c1sccn1,-8.15337635
CCCC=O,ON=O,-5.40685792
CCCCC=C,FCCC(C)Cl,-4.17661291
OCCC#N,BrC=N,-4.01891208
CC1CCCC1,FCC(OC)C(F)F,-3.34858133
CCCCCCCC=C,CCCCOC(=O)Nc1ccccc1,-10.07758254
CCNCC,CCOC(CCC)=O,-5.31595541
OCCO,ClC(Cl)(Cl)C=O,-3.95361674
CCC#N,CNCC(C)(C)CF,-5.10793102
OCCCCCO,ClNC(=O)N,-9.80568352
CCCCCN(CCCCC)CCCCC,CC(CCC1C(=O)NCC)CC1C(C)C,-9.73750307
C1CCCCC1,ClCC(=O)c1ccccc1,-7.23754575
C1CCCCC1,CC=C(C)Br,-4.32761241
C1CCCCC1,[NH3+]CCCC([O-])=O,-5.20588019
C1CCCCC1,CCCCCCCCCc2c1ccccc1ccc2,-13.46197064
C1CCCCC1,ClCC(Cl)C(F)(F)F,-3.94309181
C1CCCCC1,OC(=O)c1occc1,-5.35542802
Cc1ccccc1N(=O)=O,CCCCCCCCCCCCCCCCCCCCCCC(OCC)=O,-17.72118158
Cc1ccccc1N(=O)=O,OC(=O)CN(=O)=O,-9.58054512
Cc1ccccc1N(=O)=O,OCC=C,-4.15346938
Cc1ccccc1N(=O)=O,CCC(F)(F)C(F)(F)C(F)(F)F,-2.40938565
Cc1ccccc1N(=O)=O,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,-0.03542948
Cc1ccccc1N(=O)=O,CC(C)(C)C(C)=CC,-4.2721293
Cc1ccccc1N(=O)=O,CCCC(OC)C(F)(F)F,-4.37215312
Cc1ccccc1N(=O)=O,CC(CCC=C(C)C)C=O,-6.81579497
Cc1ccc(C)cc1,CN(C)B(N(C)C)N(C)C,-5.6681458
Cc1ccc(C)cc1,CC2(C1CCC=CCC=CCCCO1)CCC=C(C)CC=CC(C)(C)CCO2,-18.23910326
Cc1ccc(C)cc1,CC1OC1,-3.02456071
Cc1ccc(C)cc1,CC=NCN=C,-5.37633276
Cc1ccc(C)cc1,CC(C)(C)n(c(=O)[nH]c1C)c(=O)c1Cl,-12.28130581
Cc1ccc(C)cc1,CC(OCC1CCCO1)=O,-7.57191568
CC(OCc1ccccc1)=O,O=N(OCC(CON(=O)=O)ON(=O)=O)=O,-9.57142903
CC(OCc1ccccc1)=O,CC(Cl)C(C)=O,-5.1905649
CC(OCc1ccccc1)=O,CCCC(C(CC)Sc1ccoc1C)=O,-10.24293511
CC(OCc1ccccc1)=O,ClCCCCC#N,-8.0991343
CC(OCc1ccccc1)=O,NC(N)=Nc(sc1)nc1CSCCC(N)=NS(=O)(=O)N,-27.33369905
CC(OCc1ccccc1)=O,CN(C)B(N(C)C)N(C)C,-4.93196029
CC(OCc1ccccc1)=O,FC(F)(F)C#CC(F)(F)F,-0.79996694
CC(OCc1ccccc1)=O,OCC=C,-4.55465043
C(C=Cc1cc2)c1cc2,OCC=C,-3.63910726
C(C=Cc1cc2)c1cc2,Nc(ccc1C)cc1N(=O)=O,-10.46610969
C(C=Cc1cc2)c1cc2,FC(Cl)C(F)(F)Cl,-3.18695635
C(C=Cc1cc2)c1cc2,CN(C)c(ccc1)cc1C,-7.95746765
C(C=Cc1cc2)c1cc2,CCCCCCc1ccccc1,-8.33180877
C(C=Cc1cc2)c1cc2,C(c2occc2)n1cccc1,-8.59119116
C(C=Cc1cc2)c1cc2,CCc(cc1CC)cc(CC)c1CC,-9.14774525
C(C=Cc1cc2)c1cc2,CCN(CC)c(cc1)ccc1C,-9.02744558
CN1CCCC1=O,Brc1cccnc1,-7.28286766
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,CCC(O)(C)C(C)(C)C,-5.28668547
O=C1CCCC1,OCCCC(OCC)=O,-9.45968043
Fc1c(F)c(F)c(F)c(F)c1F,COC(CN)C(F)(F)F,-4.49338412
CN1CCCC1=O,CCCOC(=O)C(C)=CC,-6.28119569
O=N(c1ccccc1)=O,CCC(=O)c1sccn1,-8.27651017
CCC(C)c1ccccc1,FC(F)C(F)OC(F)(F)Cl,-3.19248188
CCCCCCCCC=C,CC(C)CC(Cl)=O,-4.61659573
CCN1CCCC1=O,CCCCCC(=Cc(cc1)ccc1C)C=O,-12.04945172
O=C1CCCC1,CN(C)C(C)C,-3.72828285
Fc1c(F)c(F)c(F)c(F)c1F,FC(F)(F)C(F)(F)C(F)(O)C(F)(F)F,-3.97666359
CC(C)(C)CC(C)=C,OCCN(=O)=O,-5.34227438
O=N(c1ccccc1)=O,CC1(OC2(C)C)CC(C2CC1)OC(C)=O,-9.78455143
O=C1CCCCC1,COCC(C)=O,-5.34205161
O=C1CCCCC1,ClC1(Cl)C2(Cl)C3COS(OCC3C1(Cl)C(Cl)=C2Cl)=O,-14.00234169
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,CCC(F)(F)C(F)(F)C(F)(F)F,-2.30819158
Cc1ccccn1,FC(N)(Cl)Cl,-8.83784873
O=S1(CCCC1)=O,CCCCCC(OC)=O,-4.85794164
O=C1CCCO1,CNC(=S)N(C)C,-11.53858975
Fc1ccccc1,CCC=CCC=O,-5.96490832
Cc1ccccn1,FC(F)OC(Cl)Cl,-4.18061654
CCC1OC1,OC(=O)CC(=C)C(O)=O,-12.93745802
C(c2ccccc2)c1ccccc1,FC(F)OC(F)C,-3.15539789
Fc1ccccc1,CCOC(CCC(C)=O)=O,-8.19735767
O=S1(CCCC1)=O,FCCC(CF)OC,-4.80805051
O=C1CCCO1,CC(=O)Nc1sc(nn1)S(=O)(=O)N,-24.04154827
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC(=O)C=C,-2.65846858
n1ccccc1,O=N(=O)C(N(=O)=O)N(=O)=O,-9.94741695
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,FC(F)(F)C(C)C=O,-2.78626159
CCN1CCCC1=O,FC(F)(F)OC(CC)=O,-4.14344831
Cc2c1ccccc1ccc2,FCCl,-2.22439263
CC1OC(OC1)=O,FC(F)(F)C(O)(C(F)(F)F)c1ccccc1,-7.32311723
CCC1OC1,CCC(F)(F)C(F)(F)C(F)(F)F,-3.1522437
O=C1CCCCC1,CC(C)(C)OC(CC)=O,-5.57762952
O=C1CCCO1,CC(C)CN=C=O,-4.17762882
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,FCC(F)(F)C(F)F,-1.48859133
O=N(c1ccccc1)=O,ClCCCCC#N,-8.41150673
n1ccccc1,CCc1cc(C)sc1C,-6.90631499
CC1OC(OC1)=O,ClCc(cc1)ccc1Cl,-7.6884811
CCCCc1ccccc1,CC1=CC(CC1)=O,-6.59269102
O=N(c1ccccc1)=O,OCC(Cl)C=C,-5.98106528
CCCCCCCCC=C,CCCOC(=O)C=C,-4.68043094
Cc2c1ccccc1ccc2,COC(=O)C3c1ccccc1c2ccccc32,-11.90140398
C(c2ccccc2)c1ccccc1,CC(C)=CC(O)=O,-5.90221348
O=C1CCCO1,CC(=O)Cc1ccccc1,-8.31213761
CCCCCCCCC=C,CCCCCc1ccccc1,-7.54234628
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)CN=C=O,-2.75494391
CCC(C)c1ccccc1,ClCC(O)C,-4.48220941
CCCCc1ccccc1,CCCCCCC=CC(OC)=O,-8.26973771
O=C1CCCCC1,CCOC(C(O)C)=O,-6.26108272
Cc1ccccn1,CCCOC(=O)C(C)=CC,-6.66813316
n1ccccc1,CC1(C)NC(=O)NC1=O,-13.79615022
CCC(C)c1ccccc1,CNCC(C)(C)CF,-4.87449389
n1ccccc1,CCCC(CCC)=O,-6.278221
CCC1OC1,CCOC(CCC)=O,-5.60768174
O=C1CCCO1,CCC(C)c1ccccc1OC(=O)NC,-11.89282643
Fc1c(F)c(F)c(F)c(F)c1F,CCCON(=O)=O,-4.37502606
CC1OC(OC1)=O,OC(C)(C)CCCC(=C)C=C,-7.8548698
O1CCCCC1,CCC=CS,-5.0803858
CC1CCCCC1,CCCOC(=O)C=C,-4.67757019
CCCCCCCCC=C,OC(CNCCC#N)=O,-8.17175238
O1CCCCC1,CCC(C)(C)OC(C)=O,-5.80360113
Cc1ccccn1,OCCNCCCC,-8.23566487
Fc1ccccc1,O1C=CCC=C1,-4.43902714
CC1OC(OC1)=O,CCc1ccccc1C(O)=O,-9.73061162
CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,CCOC(C(C)CC)=O,-4.97838187
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,CCC(C)C(OCCC=CCC)=O,-7.00208464
Fc1ccccc1,COc1ccccc1C(O)=O,-11.20271909
Fc1c(F)c(F)c(F)c(F)c1F,CCC(C)C(C)=O,-4.76602734
CCCCc1ccccc1,FCOC(F)(F)F,-1.81948414
CCC(C)c1ccccc1,OCCNCCCC,-6.37393481
C(c2ccccc2)c1ccccc1,FC(Cl)C(F)(F)Cl,-3.0006654
NCc1ccccc1,FCC(O)CF,-7.55408308
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC1(C)CC(CC(C)(C)N1)=O,-5.01866502
O=N(c1ccccc1)=O,CC(C)(C)OC(CC)=O,-5.54063438
CCN1CCCC1=O,FC(F)(S)Br,-5.03261579
CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,CNCC(C)(C)CF,-4.52867325
Cc1ccccn1,CC(CCCCCCCC=C)=O,-9.23914851
CC1CCCCC1,CSSc1ccoc1C,-7.21056685
CCCCc1ccccc1,OS(Cl)(=O)=O,-6.22155617
CCN1CCCC1=O,O=C(N)NC(=N)N,-14.70603023
CC(C)(C)CC(C)=C,FCCC(F)(Cl)CF,-4.07723862
CCCCc1ccccc1,FCC(OC)C(F)F,-3.8730648
CCCCCCCCC=C,COCCO,-3.48391517
O=C1CCCCC1,SCCc1cnccn1,-9.08971907
C(c2ccccc2)c1ccccc1,COC(=O)C3c1ccccc1c2ccccc32,-11.88168395
O=N(c1ccccc1)=O,OC(CC(CC(O)=O)=O)=O,-12.86207519
O1CCCCC1,CC(C)CC(F)(F)C(F)(F)C(F)(F)F,-4.37118732
CCCCc1ccccc1,CCN(CC)CC(F)(F)F,-4.69691087
C(c2ccccc2)c1ccccc1,COc1cc(CC=C)cc(OC)c1O,-11.03723024
O=C1CCCCC1,O=N(=O)C(N(=O)=O)N(=O)=O,-8.19172425
O=S1(CCCC1)=O,CC=C=O,-2.11022692
CCC(C)c1ccccc1,COc1ccc(C(O)=O)cc1,-8.71488896
CCN1CCCC1=O,SC(S)=S,-7.95176987
n1ccccc1,FC(F)(C)C(F)(F)C(F)(F)Cl,-3.56462339
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCC=CC=CC=C,-5.16535242
CC(C)(C)CC(C)=C,CC(C)C(C)(C)C(F)(F)F,-4.28152812
CCCCCCCCC=C,CC=C(O)Cl,-4.13634514
O=C1CCCC1,OC(CC(CC(O)=O)=O)=O,-15.90890264
CCN1CCCC1=O,FC(F)(F)C(F)(F)C(F)(O)C(F)(F)F,-8.16692428
O=C1CCCC1,CC(CCC=C(C)C)C=O,-6.93679299
CCC(C)c1ccccc1,CC2(C1CCC=CCC=CCCCO1)CCC=C(C)CC=CC(C)(C)CCO2,-17.94495529
CCC(C)c1ccccc1,CC(C)I,-4.58714524
O=C1CCCC1,FC(F)C(F)(F)OC(F)C(F)(F)F,-3.94189344
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)c(cc1)ccc1Br,-6.13077313
O=S1(CCCC1)=O,CCCC(=O)C=C,-4.89143338
Fc1c(F)c(F)c(F)c(F)c1F,CC(S)C(C)=O,-4.99133217
CCCCc1ccccc1,CCC(Cl)N(=O)=O,-5.38219389
O=C1CCCO1,CN(C)C=NC(c1ccccc1)=O,-12.95587757
O=N(c1ccccc1)=O,CCCCCc1ccccc1,-7.34931549
Fc1c(F)c(F)c(F)c(F)c1F,CCC(C)(C)CC,-3.69450953
CCCCCCCCC=C,OCCOCc1ccccc1,-7.59081328
CC1OC(OC1)=O,FC(C)CC(F)C(F)C,-5.64353125
O=N(c1ccccc1)=O,O=N(=O)c1oc(cc1)C=NN2CC(=O)NC2=O,-19.70563367
CCC(C)c1ccccc1,CC=C=O,-2.31215573
O=C1CCCCC1,CCN(CC)c1ccc(cc1)N(=O)=O,-14.29657175
C(c2ccccc2)c1ccccc1,O1C=CCC=C1,-4.16240502
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,OS(Cl)(=O)=O,-4.98897735
O=C1CCCC1,O=C(NC1CCCC1)Nc2ccccc2,-15.87443655
O=C1CCCC1,FCCC(F)(Cl)CF,-5.54807372
Cc1ccccn1,C=CC(OCCCCCCOC(=O)C=C)=O,-11.597996
Fc1ccccc1,CCCCCOC=O,-6.2221412
O=C1CCCC1,ON=O,-6.01228569
Cc1ccccn1,CCC=CS,-4.96846333
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,O=N(=O)c(cc1)ccc1c2ccc(cc2)N(=O)=O,-12.42855821
CCC(C)c1ccccc1,C=CCOC(=O)c1ccccc1C(OCC=C)=O,-11.4486794
CCC1OC1,FC1OC(F)(F)OC1(F)C,-4.83282559
Cc1ccccn1,CCC(=O)c1sccn1,-8.40062521
CCN1CCCC1=O,O1C=CCC=C1,-4.47940448
Fc1ccccc1,OC(CC(CC(O)=O)=O)=O,-9.83542145
CC(C)(C)CC(C)=C,CC(C)=CCCC(C)=CC(OC)=O,-8.49581935
Cc2c1ccccc1ccc2,CC(OCC1CCCO1)=O,-7.7032666
CC1CCCCC1,CCN1CCCC1=O,-5.967199
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCc1ccccc1,-5.57486098
C(c2ccccc2)c1ccccc1,OCN1C(=O)NC(C1(C)C)=O,-10.07041802
n1ccccc1,CC(=O)Nc1sc(nn1)S(=O)(=O)N,-25.19643795
CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,O=N(=O)c1cc(ccc1)NC(N)=S,-15.22246573
Cc2c1ccccc1ccc2,CCCCCC(C)C=O,-6.79137976
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,CNC(NC)=NC#N,-7.49148489
NCc1ccccc1,Oc1ccc(C=C)cc1,-12.71852301
O=C1CCCC1,CCCCCCCC1CC1C(O)=O,-11.91978369
O=C1CCCC1,CCCC(C)C(C)CC,-4.75105972
C(c2ccccc2)c1ccccc1,FCOC(F)(F)F,-1.85629218
O=N(c1ccccc1)=O,CC(C)OC(=O)c1ccccc1,-8.12121148
n1ccccc1,CC(OCC1CCCO1)=O,-8.10889046
Cc1ccccn1,CN(C)C(C)C,-3.88592987
CCN1CCCC1=O,COP(OC)(Oc1ccc(cc1)N(=O)=O)=S,-14.43990188
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCON(=O)=O,-3.08229733
NCc1ccccc1,N#CC=C,-4.41746192
CCN1CCCC1=O,Oc1cc(ccc1)NC(C)=O,-17.56357214
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCC(C)C,-3.31311507
CCCCCCCCC=C,OC(CCc(cc1)ccc1O)=O,-9.89760717
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,FC(F)(S)Br,-3.17748768
C(c2ccccc2)c1ccccc1,CC(=O)Nc1cccc2c1C(=O)NC2=O,-12.66938802
C(c2ccccc2)c1ccccc1,CNCC#N,-5.53862392
O=C1CCCC1,CC(C)C(F)(F)Cl,-3.70781998
CC(C)(C)CC(C)=C,CC(C)CCC(C)=NO,-6.37179243
O1CCCCC1,COc1ccccc1C(O)=O,-11.69009534
CC1OC(OC1)=O,CCCC(C)C(C)CC,-3.32697106
CN1CCCC1=O,CCCOC(=O)C=C,-5.45454546
Fc1ccccc1,Cc1ccc(cc1)C(=NS(C(F)(F)F)(=O)=O)NS(C(F)(F)F)(=O)=O,-13.91271095
CCCCc1ccccc1,CCC(F)(F)Cl,-3.01694982
Fc1c(F)c(F)c(F)c(F)c1F,OOC=O,-2.87086331
C(c2ccccc2)c1ccccc1,ClCCc1ccccc1,-7.45645531
CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,CCOC(C(O)C)=O,-5.22419359
CN1CCCC1=O,FCC(F)(F)C(F)(F)OC(F)(F)C,-5.25319912
CCOC(C)(C)C,CC(CCC=C(C)CCC=C(C)C)=O,-10.09346821
BrCCBr,CCOC(=O)N1CCNCC1,-9.88340815
CCOC(C)(C)C,CC(S)C(C)=O,-5.54989818
ClC(Cl)=C(Cl)Cl,CCOC(=O)N1CCNCC1,-8.2401695
CCOC(C)(C)C,O=N(=O)C(N(=O)=O)(N(=O)=O)N(=O)=O,-4.51841601
CC(C)CC(C)(C)C,CCOC(=O)N1CCNCC1,-7.44668804
CCOC(=O)c1ccccc1C(OCC)=O,CCOC(=O)N1CCNCC1,-8.8007548
CCNC=O,CCOC(=O)N1CCNCC1,-9.84837903
CCCC(C)CC,CCOC(=O)N1CCNCC1,-7.42365089
C1OCCOC1,CCOC(=O)N1CCNCC1,-9.55608982
CCCCCCCCCCC,CCCC(CCC)=O,-4.95913044
CCCCCCCCCCC,CC(C)(C)OC=O,-3.83999575
CCCCCCCCCCC,ClCC(Cl)C(F)(F)F,-3.60854537
CCCCCCCCCCC,CC(S)=O,-3.23271623
CCCCCCCCCCC,CCN(CC)CC(F)(F)F,-4.16301458
CCCCCCCCCCC,CN(C)CC=N,-4.12340938
CCCCCCCCCCC,CCNC(=O)NN,-5.55418292
CCCCCCCCCCC,OS(Cl)(=O)=O,-4.9868264
OCC1CCCO1,CNC(NC)=NC#N,-15.51138483
OCC1CCCO1,CCC(C(C)C)CCC(C)C1CCC4C3CC=C2CC(O)CCC2(C)C3CCC41C,-18.9173029
OCC1CCCO1,OC(=O)Cc1ccccc1O,-15.17637083
OCC1CCCO1,CCN(CC)C(=S)N(C)C,-8.96391772
OCC1CCCO1,FC1OC(F)(F)OC1(F)C,-4.38559482
OCC1CCCO1,CC2(C1CCC=CCC=CCCCO1)CCC=C(C)CC=CC(C)(C)CCO2,-16.51041957
OCC1CCCO1,CC(=O)Nc1sc(nn1)S(=O)(=O)N,-23.07589723
OCC1CCCO1,CCCCCCCCCc2c1ccccc1ccc2,-12.09544484
OCC1CCCO1,CCC(=O)c1cc(C)ccc1O,-8.8944218
O(Cc2ccccc2)Cc1ccccc1,CCN1CCCC1=O,-7.47425125
O(Cc2ccccc2)Cc1ccccc1,CNC(=O)NC(C)=O,-8.60231751
O(Cc2ccccc2)Cc1ccccc1,OC1=CC2=C(C=C1)C(=NO2)C1=CC2=C(C=C1)C=C(O)C=C2,-21.32413364
O(Cc2ccccc2)Cc1ccccc1,O=N(=O)c(ccc2NS(C)(=O)=O)cc2Oc1ccccc1,-18.2542674
